Crash Date,crashdate,MonthDay,dayofweek,year,month,day,week,TotalDeaths
10072009,10/7/09,1007,Wednesday,2009,10,7,41,79
10072010,10/7/10,1007,Thursday,2010,10,7,41,92
10072011,10/7/11,1007,Friday,2011,10,7,41,115
10072012,10/7/12,1007,Sunday,2012,10,7,42,88
10072013,10/7/13,1007,Monday,2013,10,7,41,85
10072014,10/7/14,1007,Tuesday,2014,10,7,41,87
10072015,10/7/15,1007,Wednesday,2015,10,7,41,97
10072016,10/7/16,1007,Friday,2016,10,7,41,120
10082006,10/8/06,1008,Sunday,2006,10,8,42,142
10082007,10/8/07,1008,Monday,2007,10,8,41,112
10082008,10/8/08,1008,Wednesday,2008,10,8,41,94
10082009,10/8/09,1008,Thursday,2009,10,8,41,85
10082010,10/8/10,1008,Friday,2010,10,8,41,106
10082011,10/8/11,1008,Saturday,2011,10,8,41,180
10082012,10/8/12,1008,Monday,2012,10,8,42,74
10082013,10/8/13,1008,Tuesday,2013,10,8,41,74
10082014,10/8/14,1008,Wednesday,2014,10,8,41,101
10082015,10/8/15,1008,Thursday,2015,10,8,41,85
10082016,10/8/16,1008,Saturday,2016,10,8,41,141
10092006,10/9/06,1009,Monday,2006,10,9,42,112
10092007,10/9/07,1009,Tuesday,2007,10,9,41,83
10092008,10/9/08,1009,Thursday,2008,10,9,41,86
10092009,10/9/09,1009,Friday,2009,10,9,41,112
10092010,10/9/10,1009,Saturday,2010,10,9,41,125
10092011,10/9/11,1009,Sunday,2011,10,9,42,112
10092012,10/9/12,1009,Tuesday,2012,10,9,42,65
10092013,10/9/13,1009,Wednesday,2013,10,9,41,81
10092014,10/9/14,1009,Thursday,2014,10,9,41,93
10092015,10/9/15,1009,Friday,2015,10,9,41,100
10092016,10/9/16,1009,Sunday,2016,10,9,42,105
10102006,10/10/06,1010,Tuesday,2006,10,10,42,118
10102007,10/10/07,1010,Wednesday,2007,10,10,41,98
10102008,10/10/08,1010,Friday,2008,10,10,41,129
10102009,10/10/09,1010,Saturday,2009,10,10,41,111
10102010,10/10/10,1010,Sunday,2010,10,10,42,118
10102011,10/10/11,1010,Monday,2011,10,10,42,110
10102012,10/10/12,1010,Wednesday,2012,10,10,42,70
10102013,10/10/13,1010,Thursday,2013,10,10,41,90
10102014,10/10/14,1010,Friday,2014,10,10,41,103
10102015,10/10/15,1010,Saturday,2015,10,10,41,130
10102016,10/10/16,1010,Monday,2016,10,10,42,110
10112006,10/11/06,1011,Wednesday,2006,10,11,42,105
10112007,10/11/07,1011,Thursday,2007,10,11,41,109
10112008,10/11/08,1011,Saturday,2008,10,11,41,138
10112009,10/11/09,1011,Sunday,2009,10,11,42,117
10112010,10/11/10,1011,Monday,2010,10,11,42,85
10112011,10/11/11,1011,Tuesday,2011,10,11,42,94
10112012,10/11/12,1011,Thursday,2012,10,11,42,80
10112013,10/11/13,1011,Friday,2013,10,11,41,128
10112014,10/11/14,1011,Saturday,2014,10,11,41,112
10112015,10/11/15,1011,Sunday,2015,10,11,42,160
10112016,10/11/16,1011,Tuesday,2016,10,11,42,88
10122006,10/12/06,1012,Thursday,2006,10,12,42,101
10122007,10/12/07,1012,Friday,2007,10,12,41,119
10122008,10/12/08,1012,Sunday,2008,10,12,42,129
10122009,10/12/09,1012,Monday,2009,10,12,42,80
10122010,10/12/10,1012,Tuesday,2010,10,12,42,79
10122011,10/12/11,1012,Wednesday,2011,10,12,42,79
10122012,10/12/12,1012,Friday,2012,10,12,42,108
10122013,10/12/13,1012,Saturday,2013,10,12,41,128
10122014,10/12/14,1012,Sunday,2014,10,12,42,102
10122015,10/12/15,1012,Monday,2015,10,12,42,103
10122016,10/12/16,1012,Wednesday,2016,10,12,42,98
10132006,10/13/06,1013,Friday,2006,10,13,42,118
10132007,10/13/07,1013,Saturday,2007,10,13,41,178
10132008,10/13/08,1013,Monday,2008,10,13,42,76
10132009,10/13/09,1013,Tuesday,2009,10,13,42,63
10132010,10/13/10,1013,Wednesday,2010,10,13,42,90
10132011,10/13/11,1013,Thursday,2011,10,13,42,100
10132012,10/13/12,1013,Saturday,2012,10,13,42,115
10132013,10/13/13,1013,Sunday,2013,10,13,42,112
10132014,10/13/14,1013,Monday,2014,10,13,42,84
10132015,10/13/15,1013,Tuesday,2015,10,13,42,79
10132016,10/13/16,1013,Thursday,2016,10,13,42,105
10142006,10/14/06,1014,Saturday,2006,10,14,42,138
10142007,10/14/07,1014,Sunday,2007,10,14,42,145
10142008,10/14/08,1014,Tuesday,2008,10,14,42,85
10142009,10/14/09,1014,Wednesday,2009,10,14,42,79
10142010,10/14/10,1014,Thursday,2010,10,14,42,65
10142011,10/14/11,1014,Friday,2011,10,14,42,83
10142012,10/14/12,1014,Sunday,2012,10,14,43,120
10142013,10/14/13,1014,Monday,2013,10,14,42,67
10142014,10/14/14,1014,Tuesday,2014,10,14,42,82
10142015,10/14/15,1014,Wednesday,2015,10,14,42,105
10142016,10/14/16,1014,Friday,2016,10,14,42,125
10152006,10/15/06,1015,Sunday,2006,10,15,43,123
10152007,10/15/07,1015,Monday,2007,10,15,42,105
10152008,10/15/08,1015,Wednesday,2008,10,15,42,99
10152009,10/15/09,1015,Thursday,2009,10,15,42,74
10152010,10/15/10,1015,Friday,2010,10,15,42,94
10152011,10/15/11,1015,Saturday,2011,10,15,42,120
10152012,10/15/12,1015,Monday,2012,10,15,43,80
10152013,10/15/13,1015,Tuesday,2013,10,15,42,71
10152014,10/15/14,1015,Wednesday,2014,10,15,42,81
10152015,10/15/15,1015,Thursday,2015,10,15,42,105
10152016,10/15/16,1015,Saturday,2016,10,15,42,148
10162006,10/16/06,1016,Monday,2006,10,16,43,113
10162007,10/16/07,1016,Tuesday,2007,10,16,42,82
10162008,10/16/08,1016,Thursday,2008,10,16,42,86
10162009,10/16/09,1016,Friday,2009,10,16,42,106
10162010,10/16/10,1016,Saturday,2010,10,16,42,144
10162011,10/16/11,1016,Sunday,2011,10,16,43,123
10162012,10/16/12,1016,Tuesday,2012,10,16,43,82
10162013,10/16/13,1016,Wednesday,2013,10,16,42,67
10162014,10/16/14,1016,Thursday,2014,10,16,42,88
10162015,10/16/15,1016,Friday,2015,10,16,42,119
10162016,10/16/16,1016,Sunday,2016,10,16,43,106
10172006,10/17/06,1017,Tuesday,2006,10,17,43,108
10172007,10/17/07,1017,Wednesday,2007,10,17,42,91
10172008,10/17/08,1017,Friday,2008,10,17,42,114
10172009,10/17/09,1017,Saturday,2009,10,17,42,124
10172010,10/17/10,1017,Sunday,2010,10,17,43,102
10172011,10/17/11,1017,Monday,2011,10,17,43,86
10172012,10/17/12,1017,Wednesday,2012,10,17,43,69
10172013,10/17/13,1017,Thursday,2013,10,17,42,89
10172014,10/17/14,1017,Friday,2014,10,17,42,115
10172015,10/17/15,1017,Saturday,2015,10,17,42,125
10172016,10/17/16,1017,Monday,2016,10,17,43,104
10182006,10/18/06,1018,Wednesday,2006,10,18,43,104
10182007,10/18/07,1018,Thursday,2007,10,18,42,98
10182008,10/18/08,1018,Saturday,2008,10,18,42,122
10182009,10/18/09,1018,Sunday,2009,10,18,43,101
10182010,10/18/10,1018,Monday,2010,10,18,43,67
10182011,10/18/11,1018,Tuesday,2011,10,18,43,69
10182012,10/18/12,1018,Thursday,2012,10,18,43,75
10182013,10/18/13,1018,Friday,2013,10,18,42,108
10182014,10/18/14,1018,Saturday,2014,10,18,42,123
10182015,10/18/15,1018,Sunday,2015,10,18,43,106
10182016,10/18/16,1018,Tuesday,2016,10,18,43,114
10192006,10/19/06,1019,Thursday,2006,10,19,43,68
10192007,10/19/07,1019,Friday,2007,10,19,42,141
10192008,10/19/08,1019,Sunday,2008,10,19,43,109
10192009,10/19/09,1019,Monday,2009,10,19,43,69
10192010,10/19/10,1019,Tuesday,2010,10,19,43,72
10192011,10/19/11,1019,Wednesday,2011,10,19,43,71
10192012,10/19/12,1019,Friday,2012,10,19,43,98
10192013,10/19/13,1019,Saturday,2013,10,19,42,124
10192014,10/19/14,1019,Sunday,2014,10,19,43,117
10192015,10/19/15,1019,Monday,2015,10,19,43,92
10192016,10/19/16,1019,Wednesday,2016,10,19,43,86
10202006,10/20/06,1020,Friday,2006,10,20,43,116
10202007,10/20/07,1020,Saturday,2007,10,20,42,145
10202008,10/20/08,1020,Monday,2008,10,20,43,90
10202009,10/20/09,1020,Tuesday,2009,10,20,43,78
10202010,10/20/10,1020,Wednesday,2010,10,20,43,75
10202011,10/20/11,1020,Thursday,2011,10,20,43,86
10202012,10/20/12,1020,Saturday,2012,10,20,43,136
10202013,10/20/13,1020,Sunday,2013,10,20,43,106
10202014,10/20/14,1020,Monday,2014,10,20,43,64
10202015,10/20/15,1020,Tuesday,2015,10,20,43,90
10202016,10/20/16,1020,Thursday,2016,10,20,43,114
10212006,10/21/06,1021,Saturday,2006,10,21,43,149
10212007,10/21/07,1021,Sunday,2007,10,21,43,143
10212008,10/21/08,1021,Tuesday,2008,10,21,43,76
10212009,10/21/09,1021,Wednesday,2009,10,21,43,79
10212010,10/21/10,1021,Thursday,2010,10,21,43,75
10212011,10/21/11,1021,Friday,2011,10,21,43,99
10212012,10/21/12,1021,Sunday,2012,10,21,44,118
10212013,10/21/13,1021,Monday,2013,10,21,43,76
10212014,10/21/14,1021,Tuesday,2014,10,21,43,82
10212015,10/21/15,1021,Wednesday,2015,10,21,43,93
10212016,10/21/16,1021,Friday,2016,10,21,43,116
10222006,10/22/06,1022,Sunday,2006,10,22,44,121
10222007,10/22/07,1022,Monday,2007,10,22,43,99
10222008,10/22/08,1022,Wednesday,2008,10,22,43,71
10222009,10/22/09,1022,Thursday,2009,10,22,43,101
10222010,10/22/10,1022,Friday,2010,10,22,43,91
10222011,10/22/11,1022,Saturday,2011,10,22,43,104
10222012,10/22/12,1022,Monday,2012,10,22,44,75
10222013,10/22/13,1022,Tuesday,2013,10,22,43,74
10222014,10/22/14,1022,Wednesday,2014,10,22,43,86
10222015,10/22/15,1022,Thursday,2015,10,22,43,107
10222016,10/22/16,1022,Saturday,2016,10,22,43,144
10232006,10/23/06,1023,Monday,2006,10,23,44,76
10232007,10/23/07,1023,Tuesday,2007,10,23,43,90
10232008,10/23/08,1023,Thursday,2008,10,23,43,87
10232009,10/23/09,1023,Friday,2009,10,23,43,110
10232010,10/23/10,1023,Saturday,2010,10,23,43,108
10232011,10/23/11,1023,Sunday,2011,10,23,44,114
10232012,10/23/12,1023,Tuesday,2012,10,23,44,85
10232013,10/23/13,1023,Wednesday,2013,10,23,43,98
10232014,10/23/14,1023,Thursday,2014,10,23,43,71
10232015,10/23/15,1023,Friday,2015,10,23,43,110
10232016,10/23/16,1023,Sunday,2016,10,23,44,124
10242006,10/24/06,1024,Tuesday,2006,10,24,44,71
10242007,10/24/07,1024,Wednesday,2007,10,24,43,101
10242008,10/24/08,1024,Friday,2008,10,24,43,111
10242009,10/24/09,1024,Saturday,2009,10,24,43,114
10242010,10/24/10,1024,Sunday,2010,10,24,44,87
10242011,10/24/11,1024,Monday,2011,10,24,44,69
10242012,10/24/12,1024,Wednesday,2012,10,24,44,79
10242013,10/24/13,1024,Thursday,2013,10,24,43,84
10242014,10/24/14,1024,Friday,2014,10,24,43,127
10242015,10/24/15,1024,Saturday,2015,10,24,43,140
10242016,10/24/16,1024,Monday,2016,10,24,44,98
10252006,10/25/06,1025,Wednesday,2006,10,25,44,85
10252007,10/25/07,1025,Thursday,2007,10,25,43,106
10252008,10/25/08,1025,Saturday,2008,10,25,43,134
10252009,10/25/09,1025,Sunday,2009,10,25,44,109
10252010,10/25/10,1025,Monday,2010,10,25,44,69
10252011,10/25/11,1025,Tuesday,2011,10,25,44,68
10252012,10/25/12,1025,Thursday,2012,10,25,44,98
10252013,10/25/13,1025,Friday,2013,10,25,43,116
10252014,10/25/14,1025,Saturday,2014,10,25,43,153
10252015,10/25/15,1025,Sunday,2015,10,25,44,121
10252016,10/25/16,1025,Tuesday,2016,10,25,44,99
10262006,10/26/06,1026,Thursday,2006,10,26,44,90
10262007,10/26/07,1026,Friday,2007,10,26,43,132
10262008,10/26/08,1026,Sunday,2008,10,26,44,106
10262009,10/26/09,1026,Monday,2009,10,26,44,72
10262010,10/26/10,1026,Tuesday,2010,10,26,44,71
10262011,10/26/11,1026,Wednesday,2011,10,26,44,89
10262012,10/26/12,1026,Friday,2012,10,26,44,113
10262013,10/26/13,1026,Saturday,2013,10,26,43,107
10262014,10/26/14,1026,Sunday,2014,10,26,44,105
10262015,10/26/15,1026,Monday,2015,10,26,44,93
10262016,10/26/16,1026,Wednesday,2016,10,26,44,115
10272006,10/27/06,1027,Friday,2006,10,27,44,126
10272007,10/27/07,1027,Saturday,2007,10,27,43,155
10272008,10/27/08,1027,Monday,2008,10,27,44,81
10272009,10/27/09,1027,Tuesday,2009,10,27,44,78
10272010,10/27/10,1027,Wednesday,2010,10,27,44,68
10272011,10/27/11,1027,Thursday,2011,10,27,44,84
10272012,10/27/12,1027,Saturday,2012,10,27,44,123
10272013,10/27/13,1027,Sunday,2013,10,27,44,120
10272014,10/27/14,1027,Monday,2014,10,27,44,82
10272015,10/27/15,1027,Tuesday,2015,10,27,44,83
10272016,10/27/16,1027,Thursday,2016,10,27,44,91
10282006,10/28/06,1028,Saturday,2006,10,28,44,138
10282007,10/28/07,1028,Sunday,2007,10,28,44,144
10282008,10/28/08,1028,Tuesday,2008,10,28,44,80
10282009,10/28/09,1028,Wednesday,2009,10,28,44,66
10282010,10/28/10,1028,Thursday,2010,10,28,44,66
10282011,10/28/11,1028,Friday,2011,10,28,44,96
10282012,10/28/12,1028,Sunday,2012,10,28,45,97
10282013,10/28/13,1028,Monday,2013,10,28,44,97
10282014,10/28/14,1028,Tuesday,2014,10,28,44,86
10282015,10/28/15,1028,Wednesday,2015,10,28,44,94
10282016,10/28/16,1028,Friday,2016,10,28,44,133
10292006,10/29/06,1029,Sunday,2006,10,29,45,122
10292007,10/29/07,1029,Monday,2007,10,29,44,108
10292008,10/29/08,1029,Wednesday,2008,10,29,44,88
10292009,10/29/09,1029,Thursday,2009,10,29,44,74
10292010,10/29/10,1029,Friday,2010,10,29,44,87
10292011,10/29/11,1029,Saturday,2011,10,29,44,126
10292012,10/29/12,1029,Monday,2012,10,29,45,90
10292013,10/29/13,1029,Tuesday,2013,10,29,44,97
10292014,10/29/14,1029,Wednesday,2014,10,29,44,91
10292015,10/29/15,1029,Thursday,2015,10,29,44,104
10292016,10/29/16,1029,Saturday,2016,10,29,44,142
10302006,10/30/06,1030,Monday,2006,10,30,45,91
10302007,10/30/07,1030,Tuesday,2007,10,30,44,80
10302008,10/30/08,1030,Thursday,2008,10,30,44,74
10302009,10/30/09,1030,Friday,2009,10,30,44,97
10302010,10/30/10,1030,Saturday,2010,10,30,44,117
10302011,10/30/11,1030,Sunday,2011,10,30,45,108
10302012,10/30/12,1030,Tuesday,2012,10,30,45,77
10302013,10/30/13,1030,Wednesday,2013,10,30,44,69
10302014,10/30/14,1030,Thursday,2014,10,30,44,77
10302015,10/30/15,1030,Friday,2015,10,30,44,126
10302016,10/30/16,1030,Sunday,2016,10,30,45,130
10312006,10/31/06,1031,Tuesday,2006,10,31,45,90
10312007,10/31/07,1031,Wednesday,2007,10,31,44,107
10312008,10/31/08,1031,Friday,2008,10,31,44,136
10312009,10/31/09,1031,Saturday,2009,10,31,44,111
10312010,10/31/10,1031,Sunday,2010,10,31,45,96
10312011,10/31/11,1031,Monday,2011,10,31,45,91
10312012,10/31/12,1031,Wednesday,2012,10,31,45,86
10312013,10/31/13,1031,Thursday,2013,10,31,44,106
10312014,10/31/14,1031,Friday,2014,10,31,44,135
10312015,10/31/15,1031,Saturday,2015,10,31,44,129
10312016,10/31/16,1031,Monday,2016,10,31,45,107
11012006,11/1/06,1101,Wednesday,2006,11,1,45,100
11012007,11/1/07,1101,Thursday,2007,11,1,44,114
11012008,11/1/08,1101,Saturday,2008,11,1,44,174
11012009,11/1/09,1101,Sunday,2009,11,1,45,111
11012010,11/1/10,1101,Monday,2010,11,1,45,74
11012011,11/1/11,1101,Tuesday,2011,11,1,45,92
11012012,11/1/12,1101,Thursday,2012,11,1,45,97
11012013,11/1/13,1101,Friday,2013,11,1,44,119
11012014,11/1/14,1101,Saturday,2014,11,1,44,138
11012015,11/1/15,1101,Sunday,2015,11,1,45,133
11012016,11/1/16,1101,Tuesday,2016,11,1,45,101
11022006,11/2/06,1102,Thursday,2006,11,2,45,86
11022007,11/2/07,1102,Friday,2007,11,2,44,124
11022008,11/2/08,1102,Sunday,2008,11,2,45,140
11022009,11/2/09,1102,Monday,2009,11,2,45,69
11022010,11/2/10,1102,Tuesday,2010,11,2,45,77
11022011,11/2/11,1102,Wednesday,2011,11,2,45,62
11022012,11/2/12,1102,Friday,2012,11,2,45,97
11022013,11/2/13,1102,Saturday,2013,11,2,44,118
11022014,11/2/14,1102,Sunday,2014,11,2,45,102
11022015,11/2/15,1102,Monday,2015,11,2,45,99
11022016,11/2/16,1102,Wednesday,2016,11,2,45,111
11032006,11/3/06,1103,Friday,2006,11,3,45,111
11032007,11/3/07,1103,Saturday,2007,11,3,44,155
11032008,11/3/08,1103,Monday,2008,11,3,45,89
11032009,11/3/09,1103,Tuesday,2009,11,3,45,72
11032010,11/3/10,1103,Wednesday,2010,11,3,45,77
11032011,11/3/11,1103,Thursday,2011,11,3,45,72
11032012,11/3/12,1103,Saturday,2012,11,3,45,124
11032013,11/3/13,1103,Sunday,2013,11,3,45,94
11032014,11/3/14,1103,Monday,2014,11,3,45,75
11032015,11/3/15,1103,Tuesday,2015,11,3,45,110
11032016,11/3/16,1103,Thursday,2016,11,3,45,121
11042006,11/4/06,1104,Saturday,2006,11,4,45,133
11042007,11/4/07,1104,Sunday,2007,11,4,45,120
11042008,11/4/08,1104,Tuesday,2008,11,4,45,80
11042009,11/4/09,1104,Wednesday,2009,11,4,45,69
11042010,11/4/10,1104,Thursday,2010,11,4,45,74
11042011,11/4/11,1104,Friday,2011,11,4,45,107
11042012,11/4/12,1104,Sunday,2012,11,4,46,117
11042013,11/4/13,1104,Monday,2013,11,4,45,66
11042014,11/4/14,1104,Tuesday,2014,11,4,45,88
11042015,11/4/15,1104,Wednesday,2015,11,4,45,104
11042016,11/4/16,1104,Friday,2016,11,4,45,118
11052006,11/5/06,1105,Sunday,2006,11,5,46,117
11052007,11/5/07,1105,Monday,2007,11,5,45,107
11052008,11/5/08,1105,Wednesday,2008,11,5,45,82
11052009,11/5/09,1105,Thursday,2009,11,5,45,80
11052010,11/5/10,1105,Friday,2010,11,5,45,120
11052011,11/5/11,1105,Saturday,2011,11,5,45,131
11052012,11/5/12,1105,Monday,2012,11,5,46,79
11052013,11/5/13,1105,Tuesday,2013,11,5,45,83
11052014,11/5/14,1105,Wednesday,2014,11,5,45,100
11052015,11/5/15,1105,Thursday,2015,11,5,45,109
11052016,11/5/16,1105,Saturday,2016,11,5,45,126
11062006,11/6/06,1106,Monday,2006,11,6,46,87
11062007,11/6/07,1106,Tuesday,2007,11,6,45,82
11062008,11/6/08,1106,Thursday,2008,11,6,45,85
11062009,11/6/09,1106,Friday,2009,11,6,45,117
11062010,11/6/10,1106,Saturday,2010,11,6,45,95
11062011,11/6/11,1106,Sunday,2011,11,6,46,115
11062012,11/6/12,1106,Tuesday,2012,11,6,46,82
11062013,11/6/13,1106,Wednesday,2013,11,6,45,89
11062014,11/6/14,1106,Thursday,2014,11,6,45,84
11062015,11/6/15,1106,Friday,2015,11,6,45,90
11062016,11/6/16,1106,Sunday,2016,11,6,46,131
11072006,11/7/06,1107,Tuesday,2006,11,7,46,93
11072007,11/7/07,1107,Wednesday,2007,11,7,45,97
11072008,11/7/08,1107,Friday,2008,11,7,45,101
11072009,11/7/09,1107,Saturday,2009,11,7,45,125
11072010,11/7/10,1107,Sunday,2010,11,7,46,82
11072011,11/7/11,1107,Monday,2011,11,7,46,101
11072012,11/7/12,1107,Wednesday,2012,11,7,46,83
11072013,11/7/13,1107,Thursday,2013,11,7,45,94
11072014,11/7/14,1107,Friday,2014,11,7,45,112
11072015,11/7/15,1107,Saturday,2015,11,7,45,114
11072016,11/7/16,1107,Monday,2016,11,7,46,103
11082006,11/8/06,1108,Wednesday,2006,11,8,46,101
11082007,11/8/07,1108,Thursday,2007,11,8,45,89
11082008,11/8/08,1108,Saturday,2008,11,8,45,120
11082009,11/8/09,1108,Sunday,2009,11,8,46,127
11082010,11/8/10,1108,Monday,2010,11,8,46,71
11082011,11/8/11,1108,Tuesday,2011,11,8,46,82
11082012,11/8/12,1108,Thursday,2012,11,8,46,85
11082013,11/8/13,1108,Friday,2013,11,8,45,99
11082014,11/8/14,1108,Saturday,2014,11,8,45,118
11082015,11/8/15,1108,Sunday,2015,11,8,46,107
11082016,11/8/16,1108,Tuesday,2016,11,8,46,104
11092006,11/9/06,1109,Thursday,2006,11,9,46,104
11092007,11/9/07,1109,Friday,2007,11,9,45,130
11092008,11/9/08,1109,Sunday,2008,11,9,46,107
11092009,11/9/09,1109,Monday,2009,11,9,46,92
11092010,11/9/10,1109,Tuesday,2010,11,9,46,75
11092011,11/9/11,1109,Wednesday,2011,11,9,46,87
11092012,11/9/12,1109,Friday,2012,11,9,46,85
11092013,11/9/13,1109,Saturday,2013,11,9,45,116
11092014,11/9/14,1109,Sunday,2014,11,9,46,109
11092015,11/9/15,1109,Monday,2015,11,9,46,96
11092016,11/9/16,1109,Wednesday,2016,11,9,46,89
11102006,11/10/06,1110,Friday,2006,11,10,46,120
11102007,11/10/07,1110,Saturday,2007,11,10,45,144
11102008,11/10/08,1110,Monday,2008,11,10,46,58
11102009,11/10/09,1110,Tuesday,2009,11,10,46,91
11102010,11/10/10,1110,Wednesday,2010,11,10,46,82
11102011,11/10/11,1110,Thursday,2011,11,10,46,87
11102012,11/10/12,1110,Saturday,2012,11,10,46,135
11102013,11/10/13,1110,Sunday,2013,11,10,46,118
11102014,11/10/14,1110,Monday,2014,11,10,46,102
11102015,11/10/15,1110,Tuesday,2015,11,10,46,98
11102016,11/10/16,1110,Thursday,2016,11,10,46,94
11112006,11/11/06,1111,Saturday,2006,11,11,46,147
11112007,11/11/07,1111,Sunday,2007,11,11,46,137
11112008,11/11/08,1111,Tuesday,2008,11,11,46,85
11112009,11/11/09,1111,Wednesday,2009,11,11,46,92
11112010,11/11/10,1111,Thursday,2010,11,11,46,80
11112011,11/11/11,1111,Friday,2011,11,11,46,107
11112012,11/11/12,1111,Sunday,2012,11,11,47,126
11112013,11/11/13,1111,Monday,2013,11,11,46,85
11112014,11/11/14,1111,Tuesday,2014,11,11,46,83
11112015,11/11/15,1111,Wednesday,2015,11,11,46,88
11112016,11/11/16,1111,Friday,2016,11,11,46,118
11122006,11/12/06,1112,Sunday,2006,11,12,47,124
11122007,11/12/07,1112,Monday,2007,11,12,46,94
11122008,11/12/08,1112,Wednesday,2008,11,12,46,67
11122009,11/12/09,1112,Thursday,2009,11,12,46,81
11122010,11/12/10,1112,Friday,2010,11,12,46,105
11122011,11/12/11,1112,Saturday,2011,11,12,46,105
11122012,11/12/12,1112,Monday,2012,11,12,47,89
11122013,11/12/13,1112,Tuesday,2013,11,12,46,101
11122014,11/12/14,1112,Wednesday,2014,11,12,46,77
11122015,11/12/15,1112,Thursday,2015,11,12,46,101
11122016,11/12/16,1112,Saturday,2016,11,12,46,136
11132006,11/13/06,1113,Monday,2006,11,13,47,84
11132007,11/13/07,1113,Tuesday,2007,11,13,46,84
11132008,11/13/08,1113,Thursday,2008,11,13,46,94
11132009,11/13/09,1113,Friday,2009,11,13,46,108
11132010,11/13/10,1113,Saturday,2010,11,13,46,108
11132011,11/13/11,1113,Sunday,2011,11,13,47,109
11132012,11/13/12,1113,Tuesday,2012,11,13,47,80
11132013,11/13/13,1113,Wednesday,2013,11,13,46,75
11132014,11/13/14,1113,Thursday,2014,11,13,46,83
11132015,11/13/15,1113,Friday,2015,11,13,46,105
11132016,11/13/16,1113,Sunday,2016,11,13,47,121
11142006,11/14/06,1114,Tuesday,2006,11,14,47,78
11142007,11/14/07,1114,Wednesday,2007,11,14,46,89
11142008,11/14/08,1114,Friday,2008,11,14,46,93
11142009,11/14/09,1114,Saturday,2009,11,14,46,116
11142010,11/14/10,1114,Sunday,2010,11,14,47,94
11142011,11/14/11,1114,Monday,2011,11,14,47,84
11142012,11/14/12,1114,Wednesday,2012,11,14,47,79
11142013,11/14/13,1114,Thursday,2013,11,14,46,90
11142014,11/14/14,1114,Friday,2014,11,14,46,98
11142015,11/14/15,1114,Saturday,2015,11,14,46,93
11142016,11/14/16,1114,Monday,2016,11,14,47,108
11152006,11/15/06,1115,Wednesday,2006,11,15,47,102
11152007,11/15/07,1115,Thursday,2007,11,15,46,83
11152008,11/15/08,1115,Saturday,2008,11,15,46,120
11152009,11/15/09,1115,Sunday,2009,11,15,47,91
11152010,11/15/10,1115,Monday,2010,11,15,47,68
11152011,11/15/11,1115,Tuesday,2011,11,15,47,84
11152012,11/15/12,1115,Thursday,2012,11,15,47,84
11152013,11/15/13,1115,Friday,2013,11,15,46,118
11152014,11/15/14,1115,Saturday,2014,11,15,46,116
11152015,11/15/15,1115,Sunday,2015,11,15,47,104
11152016,11/15/16,1115,Tuesday,2016,11,15,47,84
11162006,11/16/06,1116,Thursday,2006,11,16,47,90
11162007,11/16/07,1116,Friday,2007,11,16,46,137
11162008,11/16/08,1116,Sunday,2008,11,16,47,97
11162009,11/16/09,1116,Monday,2009,11,16,47,68
11162010,11/16/10,1116,Tuesday,2010,11,16,47,86
11162011,11/16/11,1116,Wednesday,2011,11,16,47,75
11162012,11/16/12,1116,Friday,2012,11,16,47,112
11162013,11/16/13,1116,Saturday,2013,11,16,46,107
11162014,11/16/14,1116,Sunday,2014,11,16,47,85
11162015,11/16/15,1116,Monday,2015,11,16,47,81
11162016,11/16/16,1116,Wednesday,2016,11,16,47,96
11172006,11/17/06,1117,Friday,2006,11,17,47,104
11172007,11/17/07,1117,Saturday,2007,11,17,46,155
11172008,11/17/08,1117,Monday,2008,11,17,47,78
11172009,11/17/09,1117,Tuesday,2009,11,17,47,70
11172010,11/17/10,1117,Wednesday,2010,11,17,47,72
11172011,11/17/11,1117,Thursday,2011,11,17,47,82
11172012,11/17/12,1117,Saturday,2012,11,17,47,120
11172013,11/17/13,1117,Sunday,2013,11,17,47,113
11172014,11/17/14,1117,Monday,2014,11,17,47,81
11172015,11/17/15,1117,Tuesday,2015,11,17,47,108
11172016,11/17/16,1117,Thursday,2016,11,17,47,99
11182006,11/18/06,1118,Saturday,2006,11,18,47,125
11182007,11/18/07,1118,Sunday,2007,11,18,47,120
11182008,11/18/08,1118,Tuesday,2008,11,18,47,65
11182009,11/18/09,1118,Wednesday,2009,11,18,47,72
11182010,11/18/10,1118,Thursday,2010,11,18,47,59
11182011,11/18/11,1118,Friday,2011,11,18,47,104
11182012,11/18/12,1118,Sunday,2012,11,18,48,84
11182013,11/18/13,1118,Monday,2013,11,18,47,71
11182014,11/18/14,1118,Tuesday,2014,11,18,47,80
11182015,11/18/15,1118,Wednesday,2015,11,18,47,94
11182016,11/18/16,1118,Friday,2016,11,18,47,134
11192006,11/19/06,1119,Sunday,2006,11,19,48,115
11192007,11/19/07,1119,Monday,2007,11,19,47,108
11192008,11/19/08,1119,Wednesday,2008,11,19,47,74
11192009,11/19/09,1119,Thursday,2009,11,19,47,82
11192010,11/19/10,1119,Friday,2010,11,19,47,98
11192011,11/19/11,1119,Saturday,2011,11,19,47,111
11192012,11/19/12,1119,Monday,2012,11,19,48,69
11192013,11/19/13,1119,Tuesday,2013,11,19,47,79
11192014,11/19/14,1119,Wednesday,2014,11,19,47,85
11192015,11/19/15,1119,Thursday,2015,11,19,47,116
11192016,11/19/16,1119,Saturday,2016,11,19,47,142
